restaurant_name,country_code,city,address,locality,locality_verbose,longitude,latitude,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,switch_to_order_menu,price_range
1.7001140707845181,-0.30501664230229864,-1.4671887307179594,1.6711790220806988,1.535114385476521,1.5691812420616769,0.31932321062814956,0.23836106729417295,0.8175597015493447,0.0471657676054137,0.023050161127942205,2.6730112867362137,-0.5866207091802398,-0.06172742180383805,0.0,1.3159881018845887
-0.5145094954223054,-0.30501664230229864,0.41009711204720195,0.9365644565734209,1.477916668454663,1.5147786877384206,0.312927262445072,0.25182236242729655,-0.29887845481204695,-0.07164376181529451,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
0.2664819459075524,-0.30501664230229864,0.4582326464770779,-0.5476272575756457,0.7450709191121077,0.695340213244375,0.32126469220375325,0.24382698051969515,0.5275159743296841,-0.07164376181529451,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
-1.3247236539259144,-0.30501664230229864,0.41009711204720195,0.9968974530835456,1.0203349322797992,1.0727579338619646,0.3187532624123989,0.25285923326488724,-0.38635195984654774,-0.06174296769690216,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
-1.0405184045498252,-0.30501664230229864,0.41009711204720195,-1.352710763006749,0.4197589035502904,0.3757252065952452,0.31522898007887423,0.2578637469922254,1.0247337924205306,-0.03864111475398667,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,0.21150066934605663
-1.1923619349624535,-0.30501664230229864,0.4582326464770779,0.4302499498604548,0.7736697776230367,0.7395422886320207,-1.5326413177278202,-2.3433580418534845,-1.2818044192786742,-0.04854190887237902,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
1.2881310580800664,3.4877186843120525,0.5063681809069538,0.8274823988831156,0.21241717934605522,0.17851594717344169,-4.073386530384993,0.9493017264978035,-1.7859280403985602,-0.07560407946265145,-2.1782402265905594,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,1.3159881018845887
1.2079118344658477,3.4877186843120525,1.9985697482331077,-0.5765870959005055,0.9953109310827363,1.04895681634554,-3.507832635692775,0.19511481341403267,0.46536374706832834,-0.07758423828632992,-2.1782402265905594,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
0.4286393764991517,-0.30501664230229864,-1.22651105856858,0.927876505075963,0.33753718533136956,0.2975215347555645,0.31380309379399757,0.2371232654992745,-0.5912241163747206,0.11977159114029094,0.023050161127942205,2.6730112867362137,-0.5866207091802398,-0.06172742180383805,0.0,2.4204755344231206
0.7323264373244083,-0.30501664230229864,0.41009711204720195,-0.7527594457100695,0.06942288679141029,0.042509561365301325,0.31537971287812366,0.25521455029874357,1.3838355499305866,-0.0518421735785098,0.023050161127942205,-0.37410990554439993,-0.5866207091802398,-0.06172742180383805,0.0,-0.8929867631924755
